ciudad,anio,semanaestadistica,temperatura
Antofagasta,2018,8,20.986904761904764
Antofagasta,2018,9,19.511904761904763
Antofagasta,2018,10,19.343452380952378
Antofagasta,2018,11,19.78035714285714
Antofagasta,2018,12,16.973214285714285
Antofagasta,2018,13,17.747619047619047
Antofagasta,2018,14,17.825595238095236
Antofagasta,2018,15,17.45416666666667
Antofagasta,2018,16,16.968452380952378
Antofagasta,2018,17,17.036309523809525
Antofagasta,2018,18,15.91904761904762
Antofagasta,2018,19,15.851190476190476
Antofagasta,2018,20,15.108383233532933
Antofagasta,2018,21,14.557142857142857
Antofagasta,2018,22,14.504166666666666
Antofagasta,2018,23,13.694047619047618
Antofagasta,2018,24,13.008333333333335
Antofagasta,2018,25,13.571428571428571
Antofagasta,2018,26,13.483928571428573
Antofagasta,2018,27,14.053571428571429
Antofagasta,2018,28,13.8125
Antofagasta,2018,29,13.586904761904762
Antofagasta,2018,30,12.984523809523811
Antofagasta,2018,31,13.129761904761907
Antofagasta,2018,32,13.793452380952383
Antofagasta,2018,33,13.797619047619047
Antofagasta,2018,34,14.03392857142857
Antofagasta,2018,35,13.977976190476191
Antofagasta,2018,36,14.463095238095239
Antofagasta,2018,37,14.317857142857143
Antofagasta,2018,38,15.130357142857143
Antofagasta,2018,39,15.611309523809522
Antofagasta,2018,40,15.679761904761904
Antofagasta,2018,41,15.583333333333334
Antofagasta,2018,42,14.961904761904762
Antofagasta,2018,43,15.71845238095238
Antofagasta,2018,44,16.473809523809525
Antofagasta,2018,45,17.135119047619046
Antofagasta,2018,46,17.057738095238093
Antofagasta,2018,47,18.28333333333333
Antofagasta,2018,48,18.31904761904762
Antofagasta,2018,49,18.00297619047619
Antofagasta,2018,50,17.600595238095238
Antofagasta,2018,51,17.801785714285714
Antofagasta,2018,52,18.19702380952381
Antofagasta,2019,1,19.670414201183434
Antofagasta,2019,2,19.611904761904764
Antofagasta,2019,3,18.76607142857143
Antofagasta,2019,4,19.922619047619047
Antofagasta,2019,5,22.239880952380954
Antofagasta,2019,6,21.33154761904762
Antofagasta,2019,7,20.03035714285714
Antofagasta,2019,8,20.370238095238093
Antofagasta,2019,9,20.414285714285715
Antofagasta,2019,10,19.732142857142858
Antofagasta,2019,11,18.951785714285716
Antofagasta,2019,12,18.333928571428572
Antofagasta,2019,13,18.460714285714285
Antofagasta,2019,14,18.48392857142857
Antofagasta,2019,15,17.264285714285716
Antofagasta,2019,16,17.735714285714284
Antofagasta,2019,17,17.189880952380953
Antofagasta,2019,18,16.83095238095238
Antofagasta,2019,19,15.40952380952381
Antofagasta,2019,20,14.630952380952381
Antofagasta,2019,21,14.460119047619049
Antofagasta,2019,22,14.96547619047619
Antofagasta,2019,23,15.223214285714286
Antofagasta,2019,24,14.333333333333334
Antofagasta,2019,25,14.077380952380953
Antofagasta,2019,26,13.81547619047619
Antofagasta,2019,27,13.688690476190475
Antofagasta,2019,28,13.616071428571429
Antofagasta,2019,29,13.648809523809524
Antofagasta,2019,30,13.270238095238096
Antofagasta,2019,31,13.688690476190475
Antofagasta,2019,32,13.117857142857144
Antofagasta,2019,33,13.996428571428572
Antofagasta,2019,34,13.854166666666666
Antofagasta,2019,35,14.926190476190476
Antofagasta,2019,36,14.349404761904761
Antofagasta,2019,37,13.817857142857143
Antofagasta,2019,38,13.59702380952381
Antofagasta,2019,39,14.200595238095238
Antofagasta,2019,40,14.294642857142858
Antofagasta,2019,41,15.53392857142857
Antofagasta,2019,42,15.976785714285715
Antofagasta,2019,43,15.386309523809524
Antofagasta,2019,44,15.774999999999999
Antofagasta,2019,45,16.476785714285715
Antofagasta,2019,46,17.66904761904762
Antofagasta,2019,47,19.186904761904763
Antofagasta,2019,48,17.844047619047622
Antofagasta,2019,49,17.90416666666667
Antofagasta,2019,50,18.345238095238095
Antofagasta,2019,51,18.905952380952378
Antofagasta,2019,52,19.788095238095238
Antofagasta,2020,1,20.3814371257485
Antofagasta,2020,2,20.321428571428573
Antofagasta,2020,3,20.710714285714285
Antofagasta,2020,4,22.616071428571427
Antofagasta,2020,5,21.10535714285714
Antofagasta,2020,6,20.252380952380953
Antofagasta,2020,7,20.736309523809524
Antofagasta,2020,8,20.822619047619046
Antofagasta,2020,9,19.935928143712577
Antofagasta,2020,10,20.123809523809523
Antofagasta,2020,11,20.192261904761907
Antofagasta,2020,12,18.569642857142856
Antofagasta,2020,13,17.586904761904762
Antofagasta,2020,14,18.63095238095238
Antofagasta,2020,15,19.149404761904762
Antofagasta,2020,16,17.720238095238095
Antofagasta,2020,17,17.520833333333332
Antofagasta,2020,18,16.60654761904762
Antofagasta,2020,19,16.167261904761904
Antofagasta,2020,20,16.20416666666667
Antofagasta,2020,21,15.526785714285714
Antofagasta,2020,22,16.94702380952381
Antofagasta,2020,23,15.063095238095238
Antofagasta,2020,24,15.08095238095238
Antofagasta,2020,25,15.40357142857143
Antofagasta,2020,26,14.448214285714286
Antofagasta,2020,27,14.492261904761904
Antofagasta,2020,28,14.025595238095239
Antofagasta,2020,29,13.192857142857143
Antofagasta,2020,30,13.420238095238094
Antofagasta,2020,31,13.367261904761904
Antofagasta,2020,32,14.52142857142857
Antofagasta,2020,33,14.176190476190476
Antofagasta,2020,34,13.345238095238095
Antofagasta,2020,35,13.960119047619049
Antofagasta,2020,36,13.854166666666666
Antofagasta,2020,37,14.373214285714285
Antofagasta,2020,38,14.556547619047619
Antofagasta,2020,39,15.03095238095238
Antofagasta,2020,40,14.37797619047619
Antofagasta,2020,41,14.733928571428573
Antofagasta,2020,42,15.446428571428571
Antofagasta,2020,43,14.838095238095239
Antofagasta,2020,44,15.757142857142856
Antofagasta,2020,45,16.223809523809525
Antofagasta,2020,46,17.00595238095238
Antofagasta,2020,47,16.316666666666666
Antofagasta,2020,48,17.482142857142858
Antofagasta,2020,49,17.74702380952381
Antofagasta,2020,50,17.990963855421686
Antofagasta,2020,51,18.773214285714285
Antofagasta,2020,52,19.333928571428572
Antofagasta,2020,53,19.933136094674555
Antofagasta,2021,1,19.55
Antofagasta,2021,2,19.05595238095238
Antofagasta,2021,3,19.441071428571426
Antofagasta,2021,4,19.835714285714285
Antofagasta,2021,5,19.399404761904762
Antofagasta,2021,6,19.84107142857143
Antofagasta,2021,7,18.889880952380953
Antofagasta,2021,8,19.714285714285715
Antofagasta,2021,9,20.28035714285714
Antofagasta,2021,10,20.492261904761904
Antofagasta,2021,11,18.92797619047619
Antofagasta,2021,12,17.292261904761904
Antofagasta,2021,13,17.114285714285714
Antofagasta,2021,14,17.780952380952378
Antofagasta,2021,15,16.872619047619047
Antofagasta,2021,16,16.710714285714285
Antofagasta,2021,17,16.132142857142856
Antofagasta,2021,18,16.089285714285715
Antofagasta,2021,19,16.004166666666666
Antofagasta,2021,20,15.51845238095238
Antofagasta,2021,21,14.720238095238095
Antofagasta,2021,22,14.867532467532467
Antofagasta,2021,23,14.872222222222222
Antofagasta,2021,24,15.092307692307694
Antofagasta,2021,25,14.664601769911503
Antofagasta,2021,26,13.182142857142857
Antofagasta,2021,27,13.903592814371258
Antofagasta,2021,28,13.573214285714286
Antofagasta,2021,29,13.177380952380954
Antofagasta,2021,30,12.808333333333334
Antofagasta,2021,31,13.601785714285715
Antofagasta,2021,32,13.419642857142858
Antofagasta,2021,33,14.075595238095238
Antofagasta,2021,34,13.297023809523811
Antofagasta,2021,35,13.54404761904762
Antofagasta,2021,36,13.604761904761904
Antofagasta,2021,37,13.523214285714285
Antofagasta,2021,38,13.851785714285715
Antofagasta,2021,39,14.360714285714286
Antofagasta,2021,40,14.00297619047619
Antofagasta,2021,41,14.318562874251496
Antofagasta,2021,42,14.517261904761906
Antofagasta,2021,43,15.682142857142857
Antofagasta,2021,44,16.09464285714286
Antofagasta,2021,45,15.93452380952381
Antofagasta,2021,46,15.850595238095238
Antofagasta,2021,47,16.314285714285717
Antofagasta,2021,48,17.100595238095238
Antofagasta,2021,49,17.047619047619047
Antofagasta,2021,50,17.479761904761904
Antofagasta,2021,51,19.063690476190477
Antofagasta,2021,52,19.17005988023952
Antofagasta,2022,1,18.627380952380953
Antofagasta,2022,2,19.304166666666667
Antofagasta,2022,3,18.307738095238093
Antofagasta,2022,4,18.2625
Antofagasta,2022,5,18.417261904761904
Antofagasta,2022,6,19.0562874251497
Antofagasta,2022,7,19.34107142857143
Antofagasta,2022,8,18.520833333333332
Antofagasta,2022,9,18.973214285714285
Antofagasta,2022,10,18.211904761904762
Antofagasta,2022,11,17.683928571428574
Antofagasta,2022,12,16.60952380952381
Antofagasta,2022,13,16.448214285714286
Antofagasta,2022,14,16.232142857142858
Antofagasta,2022,15,15.25
Antofagasta,2022,16,15.713095238095239
Antofagasta,2022,17,15.73154761904762
Antofagasta,2022,18,15.651190476190477
Antofagasta,2022,19,14.958333333333334
Antofagasta,2022,20,14.265476190476189
Antofagasta,2022,21,14.15654761904762
Antofagasta,2022,22,13.489880952380954
Antofagasta,2022,23,13.750595238095238
Antofagasta,2022,24,13.250595238095238
Antofagasta,2022,25,13.336904761904762
Antofagasta,2022,26,13.835714285714285
Antofagasta,2022,27,13.20595238095238
Antofagasta,2022,28,13.114285714285714
Antofagasta,2022,29,13.280357142857142
Antofagasta,2022,30,13.310714285714285
Antofagasta,2022,31,13.35357142857143
Antofagasta,2022,32,13.130952380952381
Antofagasta,2022,33,13.307142857142857
Antofagasta,2022,34,13.097619047619048
Antofagasta,2022,35,13.101190476190476
Antofagasta,2022,36,13.443452380952381
Antofagasta,2022,37,13.442261904761907
Antofagasta,2022,38,13.78154761904762
Antofagasta,2022,39,13.578443113772455
Antofagasta,2022,40,14.335714285714285
Antofagasta,2022,41,14.404761904761905
Antofagasta,2022,42,14.707738095238096
Antofagasta,2022,43,14.989880952380954
Antofagasta,2022,44,15.527380952380952
Antofagasta,2022,45,16.33452380952381
Antofagasta,2022,46,16.910119047619048
Antofagasta,2022,47,17.735714285714284
Antofagasta,2022,48,17.683928571428574
Antofagasta,2022,49,18.6030303030303
Antofagasta,2022,50,19.623809523809523
Antofagasta,2022,51,19.479761904761904
Antofagasta,2022,52,19.02544378698225
Antofagasta,2023,1,18.96011904761905
Antofagasta,2023,2,19.6125
Antofagasta,2023,3,19.75297619047619
Antofagasta,2023,4,20.053571428571427
Antofagasta,2023,5,21.070833333333333
Antofagasta,2023,6,21.567261904761907
Antofagasta,2023,7,21.672619047619047
Antofagasta,2023,8,20.622619047619047
Antofagasta,2023,9,20.265269461077846
Antofagasta,2023,10,21.39404761904762
Antofagasta,2023,11,20.48154761904762
Antofagasta,2023,12,20.945833333333333
Antofagasta,2023,13,20.64107142857143
Antofagasta,2023,14,20.23452380952381
Antofagasta,2023,15,18.445238095238096
Antofagasta,2023,16,17.323809523809523
Antofagasta,2023,17,16.545238095238094
Antofagasta,2023,18,15.054761904761904
Antofagasta,2023,19,16.14761904761905
Antofagasta,2023,20,17.020833333333332
Antofagasta,2023,21,16.1875
Antofagasta,2023,22,16.245238095238093
Antofagasta,2023,23,16.116666666666667
Antofagasta,2023,24,14.970833333333333
Antofagasta,2023,25,16.821428571428573
Antofagasta,2023,26,16.98095238095238
Antofagasta,2023,27,16.18154761904762
Antofagasta,2023,28,16.38452380952381
Antofagasta,2023,29,16.552380952380954
Antofagasta,2023,30,16.725
Antofagasta,2023,31,17.175
Antofagasta,2023,32,16.65833333333333
Antofagasta,2023,33,16.825
Antofagasta,2023,34,16.526190476190475
Antofagasta,2023,35,16.322619047619046
Antofagasta,2023,36,16.494642857142857
Antofagasta,2023,37,16.41488095238095
Antofagasta,2023,38,16.201785714285716
Antofagasta,2023,39,15.586309523809524
Antofagasta,2023,40,15.578571428571427
Antofagasta,2023,41,16.116071428571427
Antofagasta,2023,42,16.575595238095236
Antofagasta,2023,43,16.376190476190477
Antofagasta,2023,44,16.604166666666668
Antofagasta,2023,45,17.486309523809524
Antofagasta,2023,46,16.479761904761904
Antofagasta,2023,47,17.451190476190476
Antofagasta,2023,48,17.875595238095237
Antofagasta,2023,49,18.06845238095238
Antofagasta,2023,50,18.992261904761904
Antofagasta,2023,51,19.067261904761907
Antofagasta,2023,52,19.48392857142857
Antofagasta,2024,1,20.159171597633136
Antofagasta,2024,2,20.448214285714286
Antofagasta,2024,3,20.351785714285715
Antofagasta,2024,4,21.15
Antofagasta,2024,5,21.726190476190474
Antofagasta,2024,6,23.01845238095238
Antofagasta,2024,7,21.182738095238093
Antofagasta,2024,8,21.03690476190476
Antofagasta,2024,9,20.57916666666667
Antofagasta,2024,10,20.798809523809524
Antofagasta,2024,11,18.725595238095238
Antofagasta,2024,12,19.335714285714285
Antofagasta,2024,13,19.593452380952378
Antofagasta,2024,14,19.270833333333332
Antofagasta,2024,15,18.288690476190474
Antofagasta,2024,16,18.386904761904763
Antofagasta,2024,17,17.6875
Antofagasta,2024,18,15.882142857142856
Antofagasta,2024,19,15.108333333333333
Antofagasta,2024,20,14.418452380952383
Antofagasta,2024,21,14.945238095238096
Antofagasta,2024,22,14.520238095238096
Antofagasta,2024,23,15.882142857142856
Antofagasta,2024,24,15.354761904761904
Antofagasta,2024,25,14.53095238095238
Antofagasta,2024,26,13.70892857142857
Antofagasta,2024,27,13.79404761904762
Antofagasta,2024,28,12.675
Antofagasta,2024,29,13.817261904761907
Antofagasta,2024,30,13.71607142857143
Antofagasta,2024,31,14.477777777777778
Antofagasta,2024,32,13.414880952380951
Antofagasta,2024,33,14.017857142857142
Antofagasta,2024,34,13.601785714285715
Antofagasta,2024,35,13.297619047619047
Antofagasta,2024,36,14.1375
Antofagasta,2024,37,14.292857142857141
Antofagasta,2024,38,14.428571428571429
Antofagasta,2024,39,14.529761904761905
Antofagasta,2024,40,15.741071428571429
Antofagasta,2024,41,16.057142857142857
Antofagasta,2024,42,15.592857142857142
Antofagasta,2024,43,15.594642857142858
Antofagasta,2024,44,16.226190476190474
Antofagasta,2024,45,17.05595238095238
Antofagasta,2024,46,17.714285714285715
Antofagasta,2024,47,17.376785714285717
Antofagasta,2024,48,17.560714285714283
Antofagasta,2024,49,16.16547619047619
Antofagasta,2024,50,16.882142857142856
Antofagasta,2024,51,17.90833333333333
Antofagasta,2024,52,19.173214285714284
Antofagasta,2025,1,19.377514792899408
Antofagasta,2025,2,20.08511904761905
Antofagasta,2025,3,20.794642857142858
Antofagasta,2025,4,20.094047619047622
Antofagasta,2025,5,20.832738095238096
Antofagasta,2025,6,21.08154761904762
Antofagasta,2025,7,21.517261904761906
Antofagasta,2025,8,19.739285714285714
Antofagasta,2025,9,20.616071428571427
Antofagasta,2025,10,19.361309523809524
Antofagasta,2025,11,19.498192771084337
Antofagasta,2025,12,18.482738095238094
Antofagasta,2025,13,18.723214285714285
Antofagasta,2025,14,17.282738095238095
Antofagasta,2025,15,16.74702380952381
Antofagasta,2025,16,16.654761904761905
Antofagasta,2025,17,16.916666666666668
Antofagasta,2025,18,15.736309523809522
Antofagasta,2025,19,15.703571428571427
Antofagasta,2025,20,15.078571428571427
Antofagasta,2025,21,15.288095238095238
Antofagasta,2025,22,15.230357142857141
Antofagasta,2025,23,14.679761904761904
Antofagasta,2025,24,15.70595238095238
Antofagasta,2025,25,13.494047619047619
Antofagasta,2025,26,13.710714285714285
Antofagasta,2025,27,14.63452380952381
Antofagasta,2025,28,14.051785714285714
Antofagasta,2025,29,13.485714285714286
Antofagasta,2025,30,13.635714285714286
Antofagasta,2025,31,14.34642857142857
Antofagasta,2025,32,14.40357142857143
Antofagasta,2025,33,14.944642857142856
Antofagasta,2025,34,14.647619047619049
Antofagasta,2025,35,13.629761904761907
Antofagasta,2025,36,14.03392857142857
Antofagasta,2025,37,14.834523809523809
Antofagasta,2025,38,14.939285714285715
Antofagasta,2025,39,15.123214285714285
Antofagasta,2025,40,15.426785714285714
Antofagasta,2025,41,15.09642857142857
Antofagasta,2025,42,16.07857142857143
Antofagasta,2025,43,16.84464285714286
Antofagasta,2025,44,17.09940476190476
Antofagasta,2025,45,16.604761904761904
Antofagasta,2025,46,16.289743589743587
Calama,2014,1,16.373553719008264
Calama,2014,2,16.592261904761905
Calama,2014,3,17.223214285714285
Calama,2014,4,16.014880952380953
Calama,2014,5,15.344642857142858
Calama,2014,6,15.733928571428573
Calama,2014,7,15.961309523809524
Calama,2014,8,15.756547619047618
Calama,2014,9,15.539285714285715
Calama,2014,10,15.442261904761907
Calama,2014,11,14.792261904761904
Calama,2014,12,15.59047619047619
Calama,2014,13,14.04107142857143
Calama,2014,14,15.719642857142858
Calama,2014,15,14.85654761904762
Calama,2014,16,13.917857142857141
Calama,2014,17,13.755952380952381
Calama,2014,18,11.966666666666667
Calama,2014,19,12.78095238095238
Calama,2014,20,11.55952380952381
Calama,2014,21,9.2875
Calama,2014,22,10.11547619047619
Calama,2014,23,9.677380952380952
Calama,2014,24,10.638095238095238
Calama,2014,25,12.386309523809524
Calama,2014,26,9.522619047619047
Calama,2014,27,9.466071428571428
Calama,2014,28,11.300595238095237
Calama,2014,29,13.254761904761907
Calama,2014,30,8.338095238095239
Calama,2014,31,12.970833333333333
Calama,2014,32,12.178571428571429
Calama,2014,33,13.264880952380953
Calama,2014,34,13.361309523809522
Calama,2014,35,11.691666666666666
Calama,2014,36,13.383928571428571
Calama,2014,37,13.163095238095238
Calama,2014,38,12.823214285714286
Calama,2014,39,12.726190476190476
Calama,2014,40,15.832142857142859
Calama,2014,41,15.52142857142857
Calama,2014,42,16.939880952380953
Calama,2014,43,16.00952380952381
Calama,2014,44,14.583333333333334
Calama,2014,45,16.585714285714285
Calama,2014,46,14.804166666666665
Calama,2014,47,14.725595238095238
Calama,2014,48,14.93452380952381
Calama,2014,49,16.14702380952381
Calama,2014,50,15.683333333333334
Calama,2014,51,15.377380952380953
Calama,2014,52,17.316666666666666
Calama,2015,1,16.584023668639052
Calama,2015,2,18.214880952380952
Calama,2015,3,16.000595238095237
Calama,2015,4,16.117857142857144
Calama,2015,5,17.583333333333332
Calama,2015,6,17.649404761904762
Calama,2015,7,16.84642857142857
Calama,2015,8,15.472619047619048
Calama,2015,9,16.179166666666667
Calama,2015,10,16.317964071856288
Calama,2015,11,18.248809523809523
Calama,2015,12,16.247619047619047
Calama,2015,13,13.711904761904762
Calama,2015,14,14.907142857142858
Calama,2015,15,15.801785714285714
Calama,2015,16,14.769642857142859
Calama,2015,17,15.197619047619046
Calama,2015,18,15.0
Calama,2015,19,14.529761904761905
Calama,2015,20,12.888690476190478
Calama,2015,21,13.066071428571428
Calama,2015,22,11.595808383233534
Calama,2015,23,12.90357142857143
Calama,2015,24,11.344642857142858
Calama,2015,25,12.579999999999998
Calama,2015,26,12.95988023952096
Calama,2015,27,11.833333333333334
Calama,2015,28,9.269047619047619
Calama,2015,29,8.591666666666667
Calama,2015,30,10.482142857142858
Calama,2015,31,12.210714285714285
Calama,2015,32,12.086309523809524
Calama,2015,33,9.636309523809524
Calama,2015,34,13.251190476190475
Calama,2015,35,14.155688622754491
Calama,2015,36,14.154166666666667
Calama,2015,37,12.211976047904193
Calama,2015,38,14.867664670658684
Calama,2015,39,14.045238095238094
Calama,2015,40,14.418452380952383
Calama,2015,41,14.360714285714286
Calama,2015,42,14.13452380952381
Calama,2015,43,16.732142857142858
Calama,2015,44,15.882142857142856
